STATIONS_ID;MESS_DATUM;QN_4;TT_TER;RF_TER;eor
       4336;2024092918;    9;    9.5;  78.0;eor
       4336;2024093006;    9;    9.2;  90.0;eor
       4336;2024093012;    9;   13.6;  89.0;eor
       4336;2024093018;    9;   13.8;  93.0;eor
       4336;2024100106;    9;   11.3;  93.0;eor
       4336;2024100112;    9;   15.2;  68.0;eor
       4336;2024100118;    9;   11.1;  87.0;eor
       4336;2024100206;    9;    9.3;  97.0;eor
       4336;2024100212;    9;   12.4;  81.0;eor
       4336;2024100218;    9;   11.6;  88.0;eor
       4336;2024100306;    9;    9.1;  89.0;eor
       4336;2024100312;    9;   11.2;  72.0;eor
       4336;2024100318;    9;   10.0;  82.0;eor
       4336;2024100406;    9;    8.2;  88.0;eor
       4336;2024100412;    9;   12.3;  69.0;eor
       4336;2024100418;    9;   10.1;  81.0;eor
       4336;2024100506;    9;    4.5;  96.0;eor
       4336;2024100512;    9;   13.5;  62.0;eor
       4336;2024100518;    9;    7.7;  88.0;eor
       4336;2024100606;    9;    5.8;  98.0;eor
       4336;2024100612;    9;   12.9;  70.0;eor
       4336;2024100618;    9;   11.4;  80.0;eor
       4336;2024100706;    9;   13.7;  98.0;eor
       4336;2024100712;    9;   16.5;  83.0;eor
       4336;2024100718;    9;   15.6;  96.0;eor
       4336;2024100806;    9;   14.7;  97.0;eor
       4336;2024100812;    9;   -999;-999;eor
       4336;2024100818;    9;   13.5;  92.0;eor
       4336;2024100906;    9;   12.1;  91.0;eor
       4336;2024100912;    9;   13.3;  90.0;eor
       4336;2024100918;    9;   14.0;  91.0;eor
